Event	ID	Name			Wwise Object Path	Notes
	43599987	Play_ui_button			\Default Work Unit\Play_ui_button	
	98439365	Play_Player_Footsteps			\Default Work Unit\Play_Player_Footsteps	
	106681101	Play_character_attacked			\Default Work Unit\Play_character_attacked	
	535372708	Play_little_spider_footsteps_01			\Default Work Unit\Play_little_spider_footsteps_01	
	1241574133	Play_octopus_teleport			\Default Work Unit\Play_octopus_teleport	
	1523723936	Play_big_spider_footsteps			\Default Work Unit\Play_big_spider_footsteps	
	1741564502	Play_little_spider_footsteps			\Default Work Unit\Play_little_spider_footsteps	
	1741580086	Play_Second_candle			\Default Work Unit\Play_Second_candle	
	2558917896	Play_bomb_place_01			\Default Work Unit\Play_bomb_place_01	
	3020140973	Play_little_spider_incubation			\Default Work Unit\Play_little_spider_incubation	
	3175281290	Play_bomb_place			\Default Work Unit\Play_bomb_place	
	3331416737	Play_box_break			\Default Work Unit\Play_box_break	
	3738137027	Play_big_spider_incubation			\Default Work Unit\Play_big_spider_incubation	
	3854155799	Play_Footsteps			\Default Work Unit\Play_Footsteps	
	3867217528	Play_big_spider_shooting			\Default Work Unit\Play_big_spider_shooting	
	3878302902	Play_little_spider_falling			\Default Work Unit\Play_little_spider_falling	
	4166525010	Play_bomb_explosion			\Default Work Unit\Play_bomb_explosion	
	4168788445	Play_candle_burning			\Default Work Unit\Play_candle_burning	

State Group	ID	Name			Wwise Object Path	Notes
	621635301	bomb_explosion			\Default Work Unit\bomb_explosion	

State	ID	Name	State Group			Notes
	376462290	sea	bomb_explosion			
	491961918	forest	bomb_explosion			
	748895195	None	bomb_explosion			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	450905131	Footstep_06	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\Footstep_06_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player_Footsteps\Footstep_06		2974
	472866851	little_spider_footsteps_01	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_footsteps_01_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_footsteps\little_spider_footsteps_01		2529
	578068760	Footstep_04	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\Footstep_04_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player_Footsteps\Footstep_04		3972
	629957731	Footstep_01	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\Footstep_01_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player_Footsteps\Footstep_01		3455
	635289607	bomb_explosion_forest	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\bomb_explosion_02_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Bomb\bomb_explosion\bomb_explosion_forest		19338
	637940541	big_spider_footsteps_04	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\big_spider_footsteps_04_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\big_spider\big_spider_footsteps\big_spider_footsteps_04		5750
	694625940	little_spider_falling_02	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_falling_02_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_falling\little_spider_falling_02		28343
	738846136	character_attacked	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\character_attacked_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\character_attacked		5528
	743781653	little_spider_footsteps_02	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_footsteps_02_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_footsteps\little_spider_footsteps_02		2346
	800256100	candle_off	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\candle_off_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Candle\Second_candle\candle_off		11730
	837382017	little_spider_falling_03	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_falling_03_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_falling\little_spider_falling_03		26783
	872952315	little_spider_footsteps_05	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_footsteps_05_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_footsteps\little_spider_footsteps_05		2382
	921242520	little_spider_falling_01	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_falling_01_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_falling\little_spider_falling_01		27599
	961402630	ui_button	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\ui_button_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\ui_button		3157
	972075333	little_spider_footsteps_03	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_footsteps_03_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_footsteps\little_spider_footsteps_03		2306
	999867475	octopus_teleport	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\octopus_teleport_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\octopus\octopus_teleport		17532
	1002582073	big_spider_incubation	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_incubation_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\big_spider\big_spider_incubation		36744
	1017258224	big_spider_footsteps_02	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\big_spider_footsteps_02_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\big_spider\big_spider_footsteps\big_spider_footsteps_02		6296
	1057788871	little_spider_falling_05	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\little_spider_falling_05_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\little_spider\little_spider_falling\little_spider_falling_05		27850
	1058791541	bomb_place	E:\Unity Projects\Wwise_ProjectLight\.cache\iOS\SFX\bomb_place_D38ACD86.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Bomb\bomb_place		4533

